ProjectStatusDate,StatusDetail,ProjectName,VerseCount
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 7:1-23,23
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 7:24-37,14
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 8:22-38,17
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 8:1-21,21
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 9:30-50,21
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 9:14-29,16
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 9:1-13,13
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 10:17-31,15
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 10:1-16,16
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 10:32-52,21
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 11:15-33,19
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 11:1-14,14
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 12:1-17,17
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 12:35-44,10
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 12:18-34,17
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 13:21-37,17
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 13:1-20,20
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 14:27-52,26
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 14:1-26,26
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 14:53-72,20
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 15:1-20,20
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 15:21-47,27
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 16:1-8,8
"Jun 26, 2026, 12:00:00 AM",Complete,Mark 16:9-20,12
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 1,80
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 2,52
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Luke 3,38
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 4,44
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 5,39
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 6,49
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 7,50
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 8,56
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 9,62
"Jun 26, 2026, 12:00:00 AM",Second Review,Luke 10,42
"Jun 26, 2026, 12:00:00 AM",Second Review,Luke 11,54
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 12,59
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 13,35
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 14,35
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 15,32
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 16,31
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 17,37
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 18,43
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 19,48
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 20,47
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 21,38
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 22,71
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 23,56
"Jun 26, 2026, 12:00:00 AM",First Review,Luke 24,53
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 1:35-51,17
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 1:1-18,18
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 1:19-34,16
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 2:12-25,14
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 2:1-11,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 3:22-36,15
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 3:1-21,21
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 4:27-54,28
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 4:1-26,26
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 5:16-47,32
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 5:1-15,15
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 6:60-71,12
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 6:1-24,24
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 6:25-59,35
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 7:1-24,24
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 7:25-53,29
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 8:31-59,29
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 8:1-30,30
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 9,41
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 10,42
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 11:38-57,20
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 11:1-37,37
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 12:37-50,14
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 12:1-36,36
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 13,38
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 14:11-20,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 14:1-10,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 14:21-31,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 15:19-27,9
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 15:1-9,9
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 15:10-18,9
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 16:23-33,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 16:12-22,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 16:1-11,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 17:11-20,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 17:1-10,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 17:21-26,6
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 18:1-10,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 18:31-40,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 18:21-30,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 18:11-20,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 19:21-31,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 19:11-20,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 19:1-10,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 19:32-42,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 20:21-31,11
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 20:11-20,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 20:1-10,10
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 21:1-9,9
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 21:10-17,8
"Jun 26, 2026, 12:00:00 AM",Polish 2nd Language,John 21:18-25,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 1,26
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 2,47
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 3:21-26,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 3:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 3:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 3:16-20,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 3:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:16-20,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:21-25,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:26-30,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:31-37,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 4:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:21-25,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:16-20,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:31-35,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:36-42,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 5:26-30,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 6:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 6:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 6:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:41-45,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:21-25,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:56-60,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:51-55,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:16-20,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:36-40,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:26-30,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:31-35,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 7:46-50,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:36-40,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:26-30,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:16-20,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:31-35,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:21-25,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:1-5,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:6-10,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 8:11-15,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:26-31,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:13-19,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:7-12,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:1-6,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:20-25,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:38-43,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 9:32-37,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:17-23,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:9-16,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:34-41,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:42-48,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:1-8,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 10:24-33,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 11:19-24,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 11:25-30,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 11:1-9,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 11:10-18,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 12:1-10,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 12:11-19,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 12:20-25,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 13:32-41,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 13:42-52,11
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 13:23-31,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 13:13-22,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 13:1-12,12
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 14:1-7,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 14:16-21,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 14:22-28,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 14:8-15,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 15:32-41,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 15:1-11,11
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 15:22-31,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 15:12-21,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 16:1-14,14
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 16:15-40,26
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:25-29,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:30-34,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:7-11,5
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:1-6,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:12-18,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 17:19-24,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 18:15-21,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 18:8-14,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 18:22-28,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 18:1-7,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:29-35,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:36-41,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:8-14,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:1-7,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:22-28,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 19:15-21,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 20:21-29,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 20:11-20,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 20:1-10,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 20:30-38,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 21:11-20,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 21:21-30,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 21:1-10,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 21:31-40,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 22:11-20,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 22:21-30,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 22:1-10,10
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 23:9-16,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 23:25-35,11
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 23:17-24,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 23:1-8,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 24:10-18,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 24:1-9,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 24:19-27,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 25:22-27,6
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 25:1-7,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 25:8-14,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 25:15-21,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 26:25-32,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 26:17-24,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 26:1-8,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 26:9-16,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:22-28,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:15-21,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:36-44,9
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:8-14,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:29-35,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 27:1-7,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 28:17-24,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 28:25-31,7
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 28:1-8,8
"Jun 26, 2026, 12:00:00 AM",Complete,Acts 28:9-16,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 1:17-32,16
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 1:1-16,16
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 2:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 2:22-29,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 2:11-21,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 3:21-31,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 3:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 3:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 4:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 4:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 4:21-25,5
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 5:12-21,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 5:1-11,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 6:1-7,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 6:8-15,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 6:16-23,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 7:17-25,9
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 7:1-8,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 7:9-16,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 8:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 8:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 8:31-39,9
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 8:21-30,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 9:12-21,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 9:22-33,12
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 9:1-11,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 10:11-21,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 10:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 11:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 11:31-36,6
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 11:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 11:21-30,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 12:11-21,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 12:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 13:1-7,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 13:8-14,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 14:1-11,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 14:12-23,12
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 15:23-33,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 15:12-22,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 15:1-11,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 16:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 16:11-19,9
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),Romans 16:20-27,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 1:1-8,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 1:25-31,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 1:17-24,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 1:9-16,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 2:9-16,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 2:1-8,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 3:17-23,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 3:9-16,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 3:1-8,8
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 4:11-21,11
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 4:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 5:1-7,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 5:8-13,6
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 6:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 6:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 7:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 7:31-40,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 7:21-30,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 7:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 8:8-13,6
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 8:1-7,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 9:11-20,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 9:1-10,10
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 9:21-27,7
"Jun 26, 2026, 12:00:00 AM",Phase 3 (POLISHING),1 Corinthians 10:1-11,11
